created_at,number,polarity,subjectivity
2018-10-19,7,0.008658008658008651,0.1475108225108225
2018-10-18,15,0.10223665223665225,0.2975468975468975
2018-10-17,11,0.11861799816345271,0.24067952249770433
2018-10-16,14,0.16002886002886002,0.3350829725829726
2018-10-15,16,0.06328124999999998,0.3497159090909091
2018-10-14,2,0.049999999999999996,0.175
2018-10-12,15,0.06392424242424241,0.43213636363636365
2018-10-11,21,0.12914261664261664,0.3846741221741222
2018-10-10,23,0.03507469885187275,0.5091163184641446
2018-10-09,8,0.023295454545454543,0.19744318181818182
2018-10-08,8,0.08474225427350426,0.3647168803418803
2018-10-06,1,0.0,0.0
2018-10-05,11,0.07892561983471072,0.4827823691460056
2018-10-04,8,0.05248842592592593,0.295775462962963
2018-10-03,8,0.06315205627705629,0.5116923701298701
2018-10-02,9,0.0773905723905724,0.36932659932659934
2018-10-01,8,0.06458333333333334,0.19166666666666665
2018-09-30,1,0.11212121212121212,0.4181818181818182
2018-09-29,2,-0.1,0.6
2018-09-28,19,0.04978070175438596,0.29619883040935674
2018-09-27,13,0.0775,0.5891025641025641
2018-09-26,26,0.06009615384615385,0.2774038461538461
2018-09-25,10,0.1716666666666667,0.36833333333333335
2018-09-24,10,0.023611111111111117,0.29888888888888887
2018-09-23,1,0.0,0.0
2018-09-22,5,0.2425,0.3983333333333333
2018-09-21,8,0.10914351851851853,0.3141203703703704
2018-09-20,17,0.1499197860962567,0.33411170528817585
2018-09-19,13,0.030269730269730268,0.39366466866466865
2018-09-18,8,0.0057607323232323135,0.4592487373737374
2018-09-17,12,0.1375621292287959,0.330770001603335
2018-09-16,1,0.23409090909090907,0.36363636363636365
2018-09-14,13,0.10735653235653236,0.35006105006105004
2018-09-13,12,0.01831018518518518,0.3779629629629629
2018-09-12,20,0.10419444444444445,0.29913888888888884
2018-09-11,2,0.0,0.0
2018-09-10,3,0.0,0.0
2018-09-09,4,0.2,0.26666666666666666
2018-09-07,19,0.09713583200425305,0.30663211057947903
2018-09-06,13,0.05304695304695303,0.20855394605394606
2018-09-05,5,0.009629629629629622,0.305925925925926
2018-09-04,8,0.06600378787878788,0.18020833333333336
2018-08-31,11,0.13977272727272727,0.17121212121212123
2018-08-30,17,0.07790106951871657,0.3340819964349376
2018-08-29,6,0.1105429292929293,0.25867003367003366
2018-08-28,8,-0.051704545454545434,0.42660984848484845
2018-08-27,12,0.15138888888888888,0.32916666666666666
2018-08-26,13,0.0797202797202797,0.20355477855477855
2018-08-25,2,0.125,0.175
2018-08-24,15,0.09427777777777777,0.2882222222222222
2018-08-23,12,0.009521604938271604,0.21015432098765433
2018-08-22,8,0.1274621212121212,0.3859848484848485
2018-08-21,20,0.021260101010101007,0.3494595959595959
2018-08-20,8,0.03695075757575758,0.5265151515151515
2018-08-17,8,0.09919823232323233,0.2597979797979798
2018-08-16,15,0.1323737373737374,0.3436161616161616
2018-08-15,8,0.09621212121212121,0.35265151515151516
2018-08-14,8,0.09188582251082253,0.3483942099567099
2018-08-13,10,0.12694444444444444,0.2426388888888889
2018-08-11,1,0.0,0.0
2018-08-10,8,0.08832070707070708,0.35713383838383833
2018-08-09,10,0.08463299663299664,0.3296346801346801
2018-08-08,12,0.04449214365881033,0.39825827721661056
2018-08-07,17,0.07870766488413548,0.32198306595365417
2018-08-06,7,-0.007205988455988461,0.1062049062049062
2018-08-03,4,-0.025,0.1
2018-08-02,15,0.06974747474747474,0.2690404040404041
2018-08-01,16,0.03697860299422799,0.2562770562770563
2018-07-31,14,-0.019047619047619053,0.18353174603174602
2018-07-30,11,0.027609427609427608,0.3364057239057239
2018-07-29,3,0.16666666666666666,0.22222222222222224
2018-07-27,19,0.10740297713981924,0.37316586921850076
2018-07-26,20,0.12928240740740743,0.32835648148148155
2018-07-25,24,0.0658354377104377,0.25906986531986537
2018-07-24,7,0.1332900432900433,0.3166017316017316
2018-07-23,11,0.11588613406795224,0.2678948576675849
2018-07-21,2,0.225,0.475
2018-07-20,17,0.055971479500891264,0.2633689839572192
2018-07-19,13,-0.028729603729603724,0.3895979020979021
2018-07-18,21,0.12066068851783138,0.3320964749536178
2018-07-17,17,0.10566399286987521,0.3235695187165776
2018-07-16,17,0.009647950089126566,0.30552584670231736
2018-07-13,10,0.2485714285714286,0.4207142857142857
2018-07-12,15,0.05956397306397306,0.2993922558922559
2018-07-11,6,0.08005050505050505,0.22424242424242427
2018-07-10,6,0.09999999999999999,0.13333333333333333
2018-07-09,9,0.022979797979797975,0.24141414141414141
2018-07-08,2,0.25,0.25
2018-07-06,4,0.12625,0.4175
2018-07-05,10,0.06451767676767677,0.3553459595959596
2018-07-03,6,0.018634259259259257,0.41643518518518524
2018-07-02,4,-0.025,0.15
2018-07-01,1,0.0,0.06666666666666667
2018-06-29,10,0.173984126984127,0.37863492063492055
2018-06-28,20,-0.020984848484848488,0.32852272727272724
2018-06-27,19,0.07625655046707677,0.21941672362724998
2018-06-26,10,0.036136363636363654,0.4625378787878788
2018-06-25,9,0.15661242050130939,0.3241676019453797
2018-06-24,1,0.0875,0.44375
2018-06-22,5,0.06500000000000002,0.39
2018-06-21,12,0.039583333333333325,0.24097222222222223
2018-06-20,9,0.04090909090909091,0.15303030303030302
2018-06-19,19,0.0938104731525784,0.3780648591174907
2018-06-18,7,0.06948051948051949,0.2554112554112554
2018-06-15,15,0.1323148148148148,0.2712962962962963
2018-06-14,8,0.05842803030303031,0.42357954545454546
2018-06-13,13,0.1,0.20192307692307693
2018-06-12,26,0.17006410256410256,0.3053846153846154
2018-06-11,8,0.1940972222222222,0.4354166666666667
2018-06-10,1,0.0,0.0
2018-06-09,2,0.20000000000000004,0.4000000000000001
2018-06-08,13,0.11408591408591408,0.22314352314352315
2018-06-07,13,0.07547785547785547,0.29103729603729606
2018-06-06,10,0.1064935064935065,0.3751370851370851
2018-06-05,7,0.15407235621521334,0.36299628942486084
2018-06-04,20,0.13891594516594516,0.32857323232323227
2018-06-01,12,0.0925925925925926,0.2944444444444444
2018-05-31,22,0.052888735843281305,0.2470309152127334
2018-05-30,11,0.01629673356946084,0.25864423455332547
2018-05-29,12,0.06771284271284271,0.3671446608946609
2018-05-26,1,0.0,0.3333333333333333
2018-05-25,11,0.08068181818181817,0.2412878787878788
2018-05-24,17,0.07254901960784316,0.30944741532976827
2018-05-23,14,0.03780148423005566,0.40126004947433513
2018-05-22,11,-0.006921487603305788,0.36518595041322316
2018-05-21,10,0.12162500000000001,0.2765
2018-05-20,1,0.0,0.0
2018-05-19,1,0.5375,0.7375
2018-05-18,14,0.013995610870610868,0.3414381914381915
2018-05-17,16,0.11647652116402117,0.31256613756613755
2018-05-16,19,0.09754186602870814,0.31544657097288675
2018-05-15,8,0.07879689754689755,0.36764971139971137
2018-05-14,16,0.14871753246753244,0.3564840367965368
2018-05-13,1,0.0,0.0
2018-05-11,16,0.09846906565656566,0.35282512626262624
2018-05-10,19,0.038563264221158945,0.329638490164806
2018-05-09,22,0.14723534041715858,0.3576495474222747
2018-05-08,18,0.003303872053872056,0.2348003848003848
2018-05-07,21,0.09619081976224833,0.3675761011475297
2018-05-05,1,0.0,0.0
2018-05-04,17,0.09254519989814108,0.35700280112044824
2018-05-03,30,0.1219901394901395,0.27965728715728716
2018-05-02,20,0.09627314814814814,0.3239414983164983
2018-05-01,23,0.05602008699834787,0.29752938285546976
2018-04-30,17,0.07224400871459694,0.42816448801742923
2018-04-29,2,0.175,0.275
2018-04-28,1,0.0,1.0
2018-04-27,12,0.04710648148148148,0.362962962962963
2018-04-26,22,0.16612029384756657,0.3253168044077135
2018-04-25,24,0.043583228114478116,0.22254419191919192
2018-04-24,15,0.20219696969696965,0.3682407407407407
2018-04-23,14,0.1767857142857143,0.28928571428571426
2018-04-20,9,0.023564814814814816,0.22913580246913579
2018-04-19,14,0.022288359788359784,0.20886243386243386
2018-04-18,18,0.07046156004489337,0.1581228956228956
2018-04-17,16,0.14152462121212123,0.3302556818181819
2018-04-16,16,0.10803345959595959,0.21873421717171718
2018-04-15,1,0.08333333333333333,0.1111111111111111
2018-04-14,8,0.011921296296296298,0.23321759259259262
2018-04-13,7,0.25,0.34285714285714286
2018-04-12,11,0.030991735537190087,0.31429063360881543
2018-04-11,10,0.04444444444444444,0.3163888888888889
2018-04-10,22,0.1399243080152171,0.22708966286239016
2018-04-09,20,0.20211174242424246,0.42696969696969694
2018-04-08,2,-0.015909090909090914,0.3136363636363636
2018-04-07,1,0.0,0.0
2018-04-06,18,0.11359076879910211,0.3067480359147026
2018-04-05,13,0.10918155918155917,0.3239575239575239
2018-04-04,17,0.13486758339699517,0.27336389101094977
2018-04-03,17,0.16498726763432645,0.3649528902470079
2018-04-02,18,0.11378787878787877,0.30602132435465773
2018-04-01,1,0.13636363636363635,0.45454545454545453
2018-03-29,14,0.04386904761904762,0.34154761904761904
2018-03-28,7,0.09126984126984126,0.31349206349206354
2018-03-27,19,0.11046207690944533,0.39645578592947006
2018-03-26,13,0.21428127428127428,0.37954156954156953
2018-03-23,16,0.03049242424242424,0.2634469696969697
2018-03-22,25,0.15400962000962,0.34851151996151997
2018-03-21,13,0.028802447552447555,0.13543123543123545
2018-03-20,11,0.075,0.20909090909090908
2018-03-19,13,0.12576923076923077,0.2976923076923077
2018-03-18,1,0.13636363636363635,0.45454545454545453
2018-03-17,3,0.016666666666666673,0.16666666666666666
2018-03-16,13,0.05462703962703963,0.2767055167055167
2018-03-15,10,0.09642857142857145,0.4392857142857142
2018-03-14,19,0.11664400901243006,0.3559288372446267
2018-03-13,21,0.12165945165945165,0.31743145743145745
2018-03-12,12,0.19208052749719415,0.2981130751964085
2018-03-10,2,0.025,0.35
2018-03-09,18,0.13851410934744268,0.2856040564373898
2018-03-08,13,-0.04391025641025641,0.21570512820512816
2018-03-07,9,-0.004503367003367005,0.1863215488215488
2018-03-06,11,0.0858815426997245,0.3030303030303031
2018-03-05,13,0.10213675213675213,0.2908119658119658
2018-03-04,1,0.4,0.7
2018-03-03,1,0.0,0.0
2018-03-02,6,0.125,0.4875
2018-03-01,28,0.09466658506837078,0.32098708170136747
2018-02-28,16,0.08878103956228955,0.15459806397306397
2018-02-27,10,0.1512121212121212,0.3859469696969696
2018-02-26,14,0.08047739297739298,0.4475348725348726
2018-02-23,11,0.03526170798898071,0.2579889807162534
2018-02-22,8,0.18295454545454545,0.32888257575757573
2018-02-21,7,0.16323747680890538,0.35378478664192947
2018-02-20,6,-0.1333333333333333,0.3333333333333333
2018-02-19,1,0.0,0.0
2018-02-16,14,0.13130024737167595,0.4299938157081014
2018-02-15,12,0.07336760461760462,0.34712301587301586
2018-02-14,13,0.11859418359418358,0.49152070152070154
2018-02-13,7,0.2371194942623514,0.44993472136329277
2018-02-12,5,-0.049999999999999996,0.4333333333333333
2018-02-11,1,0.0,0.0
2018-02-10,1,0.0,0.0
2018-02-09,15,0.009966329966329974,0.3771043771043771
2018-02-08,24,0.16259645061728395,0.34625771604938277
2018-02-07,24,0.08624438832772167,0.2620405443322111
2018-02-06,35,0.09613064316635746,0.34818016903731186
2018-02-05,36,0.16984217171717175,0.32064604377104367
2018-02-04,2,0.017045454545454544,0.46931818181818186
2018-02-02,35,0.10302477152477153,0.4701786916786916
2018-02-01,20,0.08335948773448773,0.2759370490620491
2018-01-31,24,0.04212662337662337,0.2080357142857143
2018-01-30,15,0.09055555555555556,0.2555555555555556
2018-01-29,17,0.09246137849079028,0.41986036838978014
2018-01-27,5,0.26701058201058203,0.38612433862433865
2018-01-26,18,0.23847215541659988,0.40610857249746135
2018-01-25,20,0.13488636363636367,0.31712121212121214
2018-01-24,14,0.09475623582766438,0.34835600907029474
2018-01-23,22,0.05922569854388036,0.2657865997638725
2018-01-22,18,0.038956228956228946,0.2378114478114478
2018-01-21,1,0.0,0.0
2018-01-20,3,0.05555555555555555,0.09444444444444444
2018-01-19,21,0.07166666666666667,0.3143722943722944
2018-01-18,12,0.038342803030303026,0.33416351010101014
2018-01-17,14,0.08896645021645022,0.16752705627705627
2018-01-16,19,0.021983304220146334,0.2911311106047948
2018-01-13,1,-0.4000000000000001,0.6
2018-01-12,15,0.025061728395061725,0.17114197530864195
2018-01-11,19,-0.002426900584795317,0.24847953216374263
2018-01-10,32,0.056247886228354985,0.35874255952380957
2018-01-09,16,0.11590277777777777,0.2734201388888889
2018-01-08,17,-0.0009110714993067939,0.3299514755397108
2018-01-05,12,0.09804292929292929,0.42032828282828283
2018-01-04,16,0.06680871212121212,0.2843276515151515
2018-01-03,16,0.164796626984127,0.39405753968253976
2018-01-02,10,0.074,0.271
2017-12-29,8,0.3276041666666667,0.3555555555555555
2017-12-28,5,0.12785714285714284,0.42404761904761906
2017-12-27,5,0.16233333333333333,0.32266666666666666
2017-12-26,2,0.15,0.35
2017-12-22,12,0.06067340067340068,0.44216750841750835
2017-12-21,21,0.07953342953342954,0.36043771043771045
2017-12-20,12,0.1178913139329806,0.4376477072310406
2017-12-19,12,0.09097222222222222,0.3923611111111111
2017-12-18,14,0.13988095238095238,0.29047619047619044
2017-12-17,1,-0.049999999999999996,0.5416666666666667
2017-12-16,3,0.20000000000000004,0.4666666666666666
2017-12-15,14,0.1232142857142857,0.4113095238095238
2017-12-14,21,0.1398809523809524,0.3506854256854257
2017-12-13,21,0.06069959802102659,0.21238198309626877
2017-12-12,7,0.125,0.35
2017-12-11,10,0.09598484848484848,0.3456439393939394
2017-12-08,13,0.12127039627039626,0.2892773892773893
2017-12-07,10,0.09083333333333332,0.2533333333333333
2017-12-06,22,0.04517236761554943,0.2818105295378023
2017-12-05,11,0.06773989898989899,0.20460858585858588
2017-12-04,10,0.09,0.18
2017-12-03,4,0.25,0.25
2017-12-02,2,0.022727272727272724,0.24242424242424243